"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2011",37343.3,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2012",48096.1,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2013",59503.4,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2014",55382,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2015",38431.8,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2016",27653.9,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2017",35583.9,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2018",38790.5,
"RUS","TOUR_REC_EXP","INT-EXP","USD","A","2019",40610.5,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2008",2931.775,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2009",2719.748,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2010",2817.7,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2011",3034.8,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2012",2804.8,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2013",2967.4,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2014",3049.1,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2015",2592.5,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2016",2711.4,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2017",3028.5,
"SVN","TOUR_REC_EXP","INT_REC","USD","A","2018",3387.8,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2008",1602.012,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2009",1445.091,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2010",1653.6,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2011",1715.7,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2012",1517.4,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2013",1560.3,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2014",1642.6,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2015",1369.6,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2016",1479.2,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2017",1625.5,
"SVN","TOUR_REC_EXP","INT-EXP","USD","A","2018",1761.2,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2008",9178.89,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2009",8683.92,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2010",10308.6,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2011",10706.33,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2012",11201.69,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2013",10467.55,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2014",10484.152,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2015",9139.363,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2016",8807.601,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2017",9706.288,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2018",9789.507,
"ZAF","TOUR_REC_EXP","INT_REC","USD","A","2019",9063.867,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2008",6905.38,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2009",6420.83,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2010",8138.55,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2011",8397.41,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2012",7144.71,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2013",6490.32,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2014",6313.212,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2015",5734.731,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2016",5354.391,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2017",6067.963,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2018",6347.762,
"ZAF","TOUR_REC_EXP","INT-EXP","USD","A","2019",5866.453,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2008",40843,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2009",39675,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2010",45814,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2011",48464,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2012",50028,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2013",51664,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2014",44043.681,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2015",44968.719,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2016",44425.974,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2017",38799.277,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2018",39467.77,
"CHN","TOUR_REC_EXP","INT_REC","USD","A","2019",34458.292,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2008",36157,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2009",43701.7,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2010",54880,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2011",72585.1,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2012",101977,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2013",128576,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2014",227343.733,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2015",249830.544,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2016",261129.14,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2017",254788.887,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2018",276899.97,
"CHN","TOUR_REC_EXP","INT-EXP","USD","A","2019",250739.779,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2008",1254.222,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2009",1184.781,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2010",1235.482,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2011",1523.682,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2012",2154.429,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2013",2365.365,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2014",2239.708,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2015",1833.334,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2016",2038.191,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2017",2355.968,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2018",2650.685,
"KAZ","TOUR_REC_EXP","INT_REC","USD","A","2019",2922.729,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2008",1361.035,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2009",1319.462,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2010",1488.549,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2011",1830.507,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2012",3609.205,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2013",3772.142,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2014",3771.043,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2015",3046.157,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2016",2579.918,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2017",2694.666,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2018",2852.235,
"KAZ","TOUR_REC_EXP","INT-EXP","USD","A","2019",2955.29,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2008",1113.474,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2009",986.527,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2010",949.958,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2011",1149.423,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2012",1079.057,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2013",1221.487,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2014",1352.74,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2015",1321.638,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2016",1460.953,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2017",1706.146,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2018",1941.074,
"SRB","TOUR_REC_EXP","INT_REC","USD","A","2019",2000.579,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2008",1448.21,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2009",1105.117,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2010",1102.353,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2011",1263.55,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2012",1187.555,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2013",1289.398,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2014",1359.859,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2015",1253.644,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2016",1351.098,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2017",1549.183,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2018",1837.317,
"SRB","TOUR_REC_EXP","INT-EXP","USD","A","2019",1999.313,
